Capacity,Datetime,Occupancy
220,2016/11/28 14:32,210
220,2016/11/28 15:02,213
220,2016/11/28 15:41,203
220,2016/11/28 16:02,197
220,2016/11/28 16:28,173
220,2016/11/29 7:55,63
220,2016/11/29 8:28,98
220,2016/11/29 9:02,152
220,2016/11/29 9:28,180
220,2016/11/29 10:01,207
220,2016/11/29 10:28,217
220,2016/11/29 11:01,219
220,2016/11/29 11:28,218
220,2016/11/29 11:55,218
220,2016/11/29 12:28,219
220,2016/11/29 13:02,209
220,2016/11/29 13:28,205
220,2016/11/29 14:01,203
220,2016/11/29 14:28,166
220,2016/11/29 14:55,160
220,2016/11/29 15:28,145
220,2016/11/29 16:02,135
220,2016/11/29 16:28,117
220,2016/11/30 8:02,61
220,2016/11/30 8:28,92
220,2016/11/30 9:01,147
220,2016/11/30 9:28,166
220,2016/11/30 10:01,172
220,2016/11/30 10:28,176
220,2016/11/30 10:55,183
220,2016/11/30 11:28,187
220,2016/11/30 12:01,204
220,2016/11/30 12:28,204
220,2016/11/30 13:01,209
220,2016/11/30 13:28,206
220,2016/11/30 14:01,211
220,2016/11/30 14:28,208
220,2016/11/30 15:01,204
220,2016/11/30 15:28,197
220,2016/11/30 16:01,184
220,2016/11/30 16:28,162
220,2016/12/1 8:05,67
220,2016/12/1 8:25,86
220,2016/12/1 8:58,138
220,2016/12/1 9:25,169
220,2016/12/1 9:58,196
220,2016/12/1 10:25,220
220,2016/12/1 10:58,220
220,2016/12/1 11:32,218
220,2016/12/1 11:58,220
220,2016/12/1 12:25,220
220,2016/12/1 12:58,220
220,2016/12/1 13:25,216
220,2016/12/1 13:58,220
220,2016/12/1 14:25,215
220,2016/12/1 14:58,204
220,2016/12/1 15:25,206
220,2016/12/1 15:58,198
220,2016/12/1 16:25,186
220,2016/12/2 7:55,63
220,2016/12/2 8:28,90
220,2016/12/2 9:01,143
220,2016/12/2 9:28,161
220,2016/12/2 10:02,181
220,2016/12/2 10:28,186
220,2016/12/2 11:01,194
220,2016/12/2 11:28,198
220,2016/12/2 12:01,206
220,2016/12/2 12:28,202
220,2016/12/2 12:58,201
220,2016/12/2 13:25,200
220,2016/12/2 13:58,204
220,2016/12/2 14:25,195
220,2016/12/2 14:58,185
220,2016/12/2 15:31,179
220,2016/12/2 15:58,173
220,2016/12/2 16:32,163
220,2016/12/5 8:02,49
220,2016/12/5 8:29,72
220,2016/12/5 9:02,123
220,2016/12/5 9:29,153
220,2016/12/5 10:03,181
220,2016/12/5 10:29,186
220,2016/12/5 11:02,190
220,2016/12/5 11:29,194
220,2016/12/5 11:56,204
220,2016/12/5 12:29,203
220,2016/12/5 13:02,202
220,2016/12/5 13:29,197
220,2016/12/5 14:02,198
220,2016/12/5 14:29,200
220,2016/12/5 15:02,194
220,2016/12/5 15:29,186
220,2016/12/5 16:02,172
220,2016/12/5 16:29,159
220,2016/12/6 7:56,55
220,2016/12/6 8:29,100
220,2016/12/6 8:56,149
220,2016/12/6 9:29,181
220,2016/12/6 10:02,202
220,2016/12/6 10:29,209
220,2016/12/6 11:02,214
220,2016/12/6 11:29,215
220,2016/12/6 11:56,212
220,2016/12/6 12:29,213
220,2016/12/6 12:56,209
220,2016/12/6 13:29,207
220,2016/12/6 14:02,206
220,2016/12/6 14:29,201
220,2016/12/6 15:02,194
220,2016/12/6 15:29,188
220,2016/12/6 16:02,177
220,2016/12/6 16:29,158
220,2016/12/7 7:59,49
220,2016/12/7 8:26,70
220,2016/12/7 8:55,120
220,2016/12/7 9:26,154
220,2016/12/7 9:59,177
220,2016/12/7 10:26,187
220,2016/12/7 10:59,191
220,2016/12/7 11:25,201
220,2016/12/7 11:59,219
220,2016/12/7 12:26,210
220,2016/12/7 12:59,212
220,2016/12/7 13:26,214
220,2016/12/7 13:59,220
220,2016/12/7 14:26,211
220,2016/12/7 14:59,202
220,2016/12/7 15:32,185
220,2016/12/7 15:59,179
220,2016/12/7 16:32,153
220,2016/12/8 7:59,40
220,2016/12/8 8:26,68
220,2016/12/8 8:59,117
220,2016/12/8 9:26,151
220,2016/12/8 9:59,173
220,2016/12/8 10:32,183
220,2016/12/8 10:59,185
220,2016/12/8 11:32,187
220,2016/12/8 11:59,198
220,2016/12/8 12:25,204
220,2016/12/8 12:59,201
220,2016/12/8 13:25,200
220,2016/12/8 13:59,200
220,2016/12/8 14:26,198
220,2016/12/8 14:59,199
220,2016/12/8 15:26,195
220,2016/12/8 15:59,182
220,2016/12/8 16:32,161
220,2016/12/9 8:02,57
220,2016/12/9 8:29,79
220,2016/12/9 8:55,119
220,2016/12/9 9:29,137
220,2016/12/9 9:55,147
220,2016/12/9 10:29,153
220,2016/12/9 10:56,156
220,2016/12/9 11:29,158
220,2016/12/9 11:56,162
220,2016/12/9 12:29,161
220,2016/12/9 13:02,162
220,2016/12/9 13:29,157
220,2016/12/9 14:02,159
220,2016/12/9 14:29,153
220,2016/12/9 14:56,149
220,2016/12/9 15:29,142
220,2016/12/9 16:02,133
220,2016/12/9 16:29,121
220,2016/12/10 7:59,23
220,2016/12/10 8:29,23
220,2016/12/10 9:02,27
220,2016/12/10 9:29,27
220,2016/12/10 9:55,27
220,2016/12/10 10:29,26
220,2016/12/10 11:02,25
220,2016/12/10 11:29,22
220,2016/12/10 12:02,19
220,2016/12/10 12:29,22
220,2016/12/10 12:55,21
220,2016/12/10 13:29,19
220,2016/12/10 13:56,20
220,2016/12/10 14:25,23
220,2016/12/10 15:02,25
220,2016/12/10 15:25,28
220,2016/12/10 15:59,34
220,2016/12/10 16:25,39
220,2016/12/11 8:02,41
220,2016/12/11 8:25,39
220,2016/12/11 8:59,37
220,2016/12/11 9:26,37
220,2016/12/11 9:59,34
220,2016/12/11 10:25,33
220,2016/12/11 10:59,33
220,2016/12/11 11:26,34
220,2016/12/11 11:59,34
220,2016/12/11 12:32,30
220,2016/12/11 13:05,29
220,2016/12/11 13:26,30
220,2016/12/11 13:59,30
220,2016/12/11 14:32,31
220,2016/12/11 14:59,29
220,2016/12/11 15:25,34
220,2016/12/11 15:59,33
220,2016/12/11 16:25,34
220,2016/12/12 8:02,60
220,2016/12/12 8:29,88
220,2016/12/12 9:02,139
220,2016/12/12 9:29,164
220,2016/12/12 10:02,186
220,2016/12/12 10:29,197
220,2016/12/12 11:02,202
220,2016/12/12 11:29,205
220,2016/12/12 11:55,217
220,2016/12/12 12:29,214
220,2016/12/12 12:56,217
220,2016/12/12 13:29,212
220,2016/12/12 14:02,216
220,2016/12/12 14:29,217
220,2016/12/12 14:55,216
220,2016/12/12 15:29,206
220,2016/12/12 15:56,197
220,2016/12/12 16:29,178
220,2016/12/13 8:02,58
220,2016/12/13 8:29,84
220,2016/12/13 9:02,144
220,2016/12/13 9:29,169
220,2016/12/13 9:55,196
220,2016/12/13 10:29,215
220,2016/12/13 11:02,220
220,2016/12/13 11:29,218
220,2016/12/13 12:02,219
220,2016/12/13 12:29,214
220,2016/12/13 13:02,216
220,2016/12/13 13:55,213
220,2016/12/13 14:29,205
220,2016/12/13 14:56,203
220,2016/12/13 15:28,193
220,2016/12/13 16:02,188
220,2016/12/13 16:29,174
220,2016/12/14 8:03,79
220,2016/12/14 8:43,131
220,2016/12/14 9:03,175
220,2016/12/14 9:29,191
220,2016/12/14 10:02,217
220,2016/12/14 10:30,209
220,2016/12/14 11:30,174
220,2016/12/14 12:02,179
220,2016/12/14 12:30,182
220,2016/12/14 13:03,184
220,2016/12/14 13:29,181
220,2016/12/14 14:03,184
220,2016/12/14 14:30,179
220,2016/12/14 14:56,175
220,2016/12/14 15:30,170
220,2016/12/14 15:56,161
220,2016/12/14 16:30,145
220,2016/12/15 7:57,46
220,2016/12/15 8:30,83
220,2016/12/15 9:03,133
220,2016/12/15 9:30,151
220,2016/12/15 9:57,165
220,2016/12/15 10:30,170
220,2016/12/15 11:03,179
220,2016/12/15 11:26,182
220,2016/12/15 12:00,186
220,2016/12/15 12:26,186
220,2016/12/15 13:00,187
220,2016/12/15 13:26,189
220,2016/12/15 14:00,191
220,2016/12/15 14:26,191
220,2016/12/15 15:00,185
220,2016/12/15 15:26,185
220,2016/12/15 16:03,180
220,2016/12/15 16:30,161
220,2016/12/16 7:59,58
220,2016/12/16 8:30,80
220,2016/12/16 9:03,128
220,2016/12/16 9:30,136
220,2016/12/16 10:03,144
220,2016/12/16 10:29,151
220,2016/12/16 11:03,156
220,2016/12/16 11:30,158
220,2016/12/16 11:56,156
220,2016/12/16 12:30,155
220,2016/12/16 12:56,152
220,2016/12/16 13:30,148
220,2016/12/16 13:56,147
220,2016/12/16 14:30,151
220,2016/12/16 14:56,144
220,2016/12/16 15:30,139
220,2016/12/16 16:03,142
220,2016/12/16 16:30,132
220,2016/12/17 7:59,47
220,2016/12/17 8:26,48
220,2016/12/17 9:00,49
220,2016/12/17 9:26,51
220,2016/12/17 9:59,51
220,2016/12/17 10:33,53
220,2016/12/17 11:00,53
220,2016/12/17 11:33,51
220,2016/12/17 12:00,53
220,2016/12/17 12:26,51
220,2016/12/17 13:00,52
220,2016/12/17 13:27,55
220,2016/12/17 14:00,62
220,2016/12/17 14:30,62
220,2016/12/17 15:03,60
220,2016/12/17 15:30,61
220,2016/12/17 15:57,60
220,2016/12/17 16:30,63
220,2016/12/18 8:03,48
220,2016/12/18 8:30,25
220,2016/12/18 8:56,26
220,2016/12/18 9:30,27
220,2016/12/18 9:56,25
220,2016/12/18 10:30,26
220,2016/12/18 11:03,25
220,2016/12/18 11:30,25
220,2016/12/18 12:03,23
220,2016/12/18 12:30,23
220,2016/12/18 12:56,23
220,2016/12/18 13:30,26
220,2016/12/18 14:03,28
220,2016/12/18 14:30,33
220,2016/12/18 14:56,35
220,2016/12/18 15:30,37
220,2016/12/18 16:03,40
220,2016/12/18 16:30,45
220,2016/12/19 8:03,53
220,2016/12/19 8:30,82
220,2016/12/19 9:03,126
220,2016/12/19 9:30,144
220,2016/12/19 9:56,156
220,2016/12/19 10:30,164
220,2016/12/19 11:03,169
220,2016/12/19 11:30,174
220,2016/12/19 12:03,182
220,2016/12/19 12:30,183
220,2016/12/19 13:03,186
220,2016/12/19 13:30,190
220,2016/12/19 14:03,190
220,2016/12/19 14:30,191
220,2016/12/19 15:03,193
220,2016/12/19 15:29,187
220,2016/12/19 16:03,175
220,2016/12/19 16:30,167
